,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
"Source: USCIS, data as of October 22, 2017. Notes:  All data are based on approved petitions during the fiscal year. Petitions approved in a fiscal year may be filed in previous fiscal years.  Per USCIS best practices, units of less than 10 beneficiaries are masked so as to limit the possibility of the de-anonymization of data. ""D"" represents data withheld to protect privacy. The letter H replaces the value in the total column where one could deduce the value of D.  While some company names may appear multiple times, USCIS does not combine companies even where the names are the same because in all cases the employer tax identification numbers are different on the petition.  The L-1A nonimmigrant classification refers to intracompany transfers of corporate managers and executives. The L-1B nonimmigrant classification refers to intracompany transfers of employees who possess “specialized knowledge.” The LZ classification refers to “blanket” L petitions and may be used by entities involved in commercial trade or services. While the term “L-1” is used for visa issuance and admission purposes, USCIS uses the “A” and “B” distinctions internally for statistical and other purposes. ",,,,,,,,,,
Employer Tax ID (Last 4 Digits) ,Employer name,Employer Industry,Total Approved Petitions,Employment Type,Class Preference,Approved Petitions by Class Preference,,,,
1887,GLOBAL SERVICE EXPRESS MC INC, ,D,Initial,L1A,D,,,,812181887
4116,SHENNAN CIRCUITS USA INC, ,D,Initial,L1A,D,,,,812214116
8066,RC CORPORATE INVESTMENTS INC, ,D,Continuing,L1A,D,,,,812218066
3536,AMERICAN BALANCE COMPANY, ,D,Initial,L1A,D,,,,812223536
0559,BEST MOUNTAIN INC, ,D,Continuing,L1A,D,,,,812240559
6110,CAIZ AMERICA INC, ,D,Initial,L1A,D,,,,812246110
0586,CN FROZEN FOODS LLC, ,D,Continuing,L1A,D,,,,812250586
0875,NEW CAMBRIDGE CAPITAL MGT INC, ,D,Initial,L1A,D,,,,812250875
2423,META VISION SYSTEMS USA INC, ,D,Initial,L1A,D,,,,812252423
7300,SEVEN SEAS MARTIME USA LLC, ,D,Initial,L1A,D,,,,812267300
5517,LY-USA TRAVEL INC, ,D,Initial,L1A,D,,,,812275517
7723,1303192 ONTARIO LLC, ,D,Initial,L1A,D,,,,812277723
8785,ZENLAYER INC, ,D,Initial,L1A,D,,,,812278785
1242,HT INTERNATIONAL EXHIBITIONS LLC, ,D,Initial,L1A,D,,,,812281242
4895,MAROZ LLC, ,D,Initial,L1A,D,,,,812284895
5664,ICON MEDIA US LIMITED, ,D,Continuing,L1A,D,,,,812285664
7843,CHOW CARPENTER WEB SCIENCE & TEC, ,D,Initial,L1A,D,,,,812287843
9094,ZYE TELECOM PRIVATE LTD DBA ZYET, ,D,Continuing,L1A,D,,,,812299094
0622,REIS ENTERPRISE CORP, ,D,Initial,L1A,D,,,,812300622
9142,BAOLONG HEALTHCARE PATROL INC, ,D,Initial,L1A,D,,,,812309142
0136,HARMONIOUS TRADING INC, ,D,Continuing,L1A,D,,,,812310136
2967,PMT FABRIC INC, ,D,Initial,L1A,D,,,,812312967
6851,FX SPORTS PRO INC, ,D,Initial,L1A,D,,,,812316851
0362,SHANDONG SIFANG USA LLC, ,D,Initial,L1A,D,,,,812320362
2976,WECASH INC, ,D,Continuing,L1A,D,,,,812322976
4757,BAODING CAPITAL AMERICA INC, ,D,Initial,L1A,D,,,,812324757
7285,HUARUI US SVCS CORP, ,D,Initial,L1A,D,,,,812327285
2189,MARVEL & NATURE INC, ,D,Initial,L1A,D,,,,812342189
2351,TWINSEN INC, ,D,Continuing,L1A,D,,,,812342351
4247,CONVUM USA INC, ,D,Initial,L1A,D,,,,812344247
4340,CAN FONT PORTLAND LLC, ,D,Initial,L1A,D,,,,812344340
0949,SHANGHAI XIFAN INC, ,D,Initial,L1A,D,,,,812360949
2243,VULCAN VISION INC, ,D,Initial,L1A,D,,,,812362243
2091,NORTH WEST TRADING SVCS INC, ,D,Initial,L1A,D,,,,812372091
3237,OCEAN RESTUARANT CORPORATION, ,D,Initial,L1A,D,,,,812373237
4159,HANGANG ASSET MANAGEMENT CO LTD, ,D,Initial,L1A,D,,,,812374159
0761,RISMANTA RANCH LLC, ,D,Initial,L1A,D,,,,812380761
3162,GLORY GLOBAL TRADE & INVESTMENT, ,D,Initial,L1A,D,,,,812383162
4132,HWL ENTERPRISE INC, ,D,Initial,L1A,D,,,,812394132
6847,OCTARINE INVESTMENT INC, ,D,Initial,L1A,D,,,,812406847
7147,RICHTECH CREATIVE DISPLAYS LLC, ,D,Continuing,L1A,D,,,,812407147
4866,LIBERTY INSTITUTE ORLANDO LLC, ,D,Continuing,L1A,D,,,,812414866
9860,PQ BYEWEAR INC, ,D,Initial,L1A,D,,,,812419860
4432,KOOBEN TECH USA INC, ,D,Initial,L1A,D,,,,812424432
8287,GRYPHON OILFIELD SOLUTIONS LLC, ,D,Initial,L1A,D,,,,812438287
7073,AERO WAY INC, ,D,Continuing,L1A,D,,,,812447073
3426,ANT SVCS CORP, ,D,Initial,L1A,D,,,,812453426
4735,AURA TECHNICAL SERVICES INC, ,D,Initial,L1A,D,,,,812464735
5932,SUN KNIGHT LOGISTICS, ,D,Initial,L1A,D,,,,812465932
4224,WEST & EAST CONSTRUCTION CORP, ,D,Continuing,L1A,D,,,,812484224
5105,ADARSH HOSPITALITIES & RESORTS L, ,D,Initial,L1A,D,,,,812495105
6495,ALPHADESK INC, ,D,Initial,L1A,D,,,,812496495
0998,MED JETS USA INC, ,D,Initial,L1A,D,,,,812500998
1527,TBC GLOBAL INC, ,D,Continuing,L1A,D,,,,812501527
4049,MIL SERVE INTERNATIONAL INC, ,D,Initial,L1A,D,,,,812504049
5355,MCE SYSTEMS INC, ,D,Continuing,L1B,D,,,,812515355
6103,ARCOSAN AMERICA LLC, ,D,Initial,L1A,D,,,,812526103
9662,THE REAL COCONUT CO INC, ,D,Initial,L1A,D,,,,812529662
2955,AYUDA PRO, ,D,Initial,L1A,D,,,,812532955
5604,SALUD PACK INC, ,D,Initial,L1A,D,,,,812535604
8000,CJT CORP, ,D,Continuing,L1A,D,,,,812538000
8805,EVERWOOD FLOORING LLC, ,D,Initial,L1A,D,,,,812538805
7829,EL MAGO GENERAL TRADING INC, ,D,Initial,L1A,D,,,,812547829
9652,KALAMERA INC, ,D,Initial,L1A,D,,,,812559652
4310,CACTUS BOTANICS CA INC, ,D,Continuing,L1A,D,,,,812564310
9917,AMERICAN METTLE HOLDINGS INC, ,D,Initial,L1A,D,,,,812569917
2474,CYBERHAWK INC, ,D,Initial,L1A,D,,,,812572474
4870,CNIMEX FLOW CONTROL LLC, ,D,Initial,L1A,D,,,,812604870
5160,AMERICA FUZISHAN FOOD TRADING IN, ,D,Continuing,L1A,D,,,,812605160
6776,AMERICA & BEYOND LLC, ,D,Continuing,L1A,D,,,,812606776
7618,LITTLE LAMB NEW LLC, ,D,Initial,L1A,D,,,,812607618
1704,ASCALINI TRADING CORP, ,D,Initial,L1A,D,,,,812611704
7020,SKY D EXPRESS INC, ,D,Continuing,L1A,D,,,,812617020
8527,UPSTRIDE INC, ,D,Initial,L1A,D,,,,812618527
4260,FANYA MGMT INC, ,D,Initial,L1A,D,,,,812624260
7432,ELLATION INC, ,D,Initial,L1A,D,,,,812627432
0242,REGIONAL ELEVATOR SVCS / 4192338, ,D,Initial,L1A,D,,,,812630242
7113,F RAMJAN EXCELLENCE USA INC, ,D,Initial,L1A,D,,,,812647113
0562,FDN EDUCATION GROUP INC, ,D,Initial,L1A,D,,,,812650562
0844,INTSIGHTS CYBER INTELLIGENCE INC, ,D,Continuing,L1A,D,,,,812650844
6109,QUALITY CONSULTING BUSINESS INTL, ,D,Continuing,L1A,D,,,,812656109
6505,VC DEALERSHIP DESIGN INTL, ,D,Continuing,L1A,D,,,,812656505
3442,ZEKU US INC, ,D,Initial,L1A,D,,,,812673442
5887,DIPLY USA INC, ,D,Initial,L1A,D,,,,812675887
0401,GOLDEN FRESH FARMS ENTERPRISE L, ,D,Initial,L1B,D,,,,812680401
5504,PHILADELPHIA POST-TENSIONING LLC, ,D,Initial,L1A,D,,,,812705504
7805,PHOENICARE MEDICAL SERVICES INC, ,D,Initial,L1A,D,,,,812707805
9625,TA EQUIPMENT SVCS CORP D/B/A BRI, ,D,Continuing,L1A,D,,,,812709625
5427,DISTRIBUIDORA ROMO LLC, ,D,Initial,L1A,D,,,,812725427
9717,HAIXIN GRP INC, ,D,Initial,L1A,D,,,,812729717
9852,01INTERACTIVE INC, ,D,Initial,L1A,D,,,,812729852
2894,PINNACLE CLOTHING INC, ,D,Initial,L1A,D,,,,812732894
7170,NICHIREI BIOSCIENCES INC, ,D,Continuing,L1B,D,,,,812747170
4225,JPM MEDIA CORP, ,D,Initial,L1A,D,,,,812754225
3519,ADVANCED CAE INC A DIV OF ADVANC, ,D,Initial,L1B,D,,,,812763519
6229,TRADE MAX USA INC, ,D,Initial,L1A,D,,,,812766229
1774,US INFINITY EXPRESS INC, ,D,Initial,L1A,D,,,,812771774
3048,ETERNUS SOLUTIONS INC, ,D,Initial,L1A,D,,,,812773048
6604,BISON GROUP INC, ,D,Initial,L1A,D,,,,812786604
6769,ORGANIC TOUCH INC, ,D,Initial,L1A,D,,,,812786769
9380,EIDBLE BRANDS LLC, ,D,Initial,L1A,D,,,,812789380
0004,SHAKALAKA MGMT & CONSULTANTS INC, ,D,Initial,L1A,D,,,,812790004
3143,PALEO PAW FOOD COMPANY INC, ,D,Initial,L1A,D,,,,812793143
3378,QUANTPOWER INC, ,D,Continuing,L1A,D,,,,812793378
0693,WINGSLAND TECH USA INC, ,D,Initial,L1A,D,,,,812800693
1222,CASTELLI AMERICA LLC, ,D,Initial,L1A,D,,,,812801222
3294,SHUMEI CONSULTING INC, ,D,Initial,L1A,D,,,,812803294
1417,KAIXIN WOOD PRODUCTS INC, ,D,Initial,L1A,D,,,,812811417
2392,VALESAN INC, ,D,Initial,L1A,D,,,,812812392
3070,COMPO USA INC, ,D,Initial,L1A,D,,,,812813070
4318,LEARNING TRIBES CORP, ,D,Continuing,L1A,D,,,,812814318
3553,FALLEN HEROES TATTOO, ,D,Initial,L1A,D,,,,812823553
4010,NEW HOPE DEVELOPMENT LLC, ,D,Initial,L1A,D,,,,812824010
4396,ASAM PROPERTIES LLC, ,D,Initial,L1A,D,,,,812834396
8849,SEGALDIAM INC, ,D,Initial,L1A,D,,,,812838849
1870,TEXAS BROTHERS INVESTMENT GR LLC, ,D,Initial,L1A,D,,,,812841870
6210,RQI AMERICA INC, ,D,Initial,L1B,D,,,,812846210
2054,FMA CONSTRUCTION LLC, ,D,Initial,L1A,D,,,,812852054
6553,COVAP-USA LLC, ,D,Initial,L1A,D,,,,812856553
6934,VIEWSOLID BIOTECH INC, ,D,Initial,L1A,D,,,,812856934
9753,BLUE LATITUDE INC, ,D,Continuing,L1A,D,,,,812859753
6807,FAGOR EDERLAN USA INC, ,D,Initial,L1A,D,,,,812866807
7800,HERB FAMILY INC, ,D,Initial,L1A,D,,,,812867800
0708,INTEGRITY RE AMERICAN HOLDINGS I, ,D,Initial,L1B,D,,,,812880708
2126,UNITED CHAIR LLC, ,D,Initial,L1A,D,,,,812882126
9717,EAST SUN INTL LOGISTICS INC, ,D,Initial,L1A,D,,,,812889717
5374,ELAN GLOBAL BUSINESS INC, ,D,Initial,L1A,D,,,,812895374
5406,ROC INTERNATIONAL INC, ,D,Initial,L1A,D,,,,812895406
3827,MUSITEK ENTERTAINMENT INC, ,D,Initial,L1A,D,,,,812903827
5646,AR&FR LLC, ,D,Continuing,L1A,D,,,,812905646
6270,GUARDIAN WORLDWIDE LLC, ,D,Initial,L1A,D,,,,812906270
6435,GODIN GROUP MARKETING LLC, ,D,Initial,L1A,D,,,,812916435
6440,GOLDEN BEAR INDUSTRY INC, ,D,Initial,L1A,D,,,,812916440
9737,CALWAVE TECHNOLOGIES INC, ,D,Initial,L1A,D,,,,812919737
1498,KAMALAAMRUT HOSPITALITY CORP, ,D,Initial,L1A,D,,,,812921498
1511,PERFECT10 NEW YORK LLC, ,D,Continuing,L1A,D,,,,812921511
4964,GOLDEN WARE ENTERPRISE INC, ,D,Initial,L1A,D,,,,812924964
7188,SBM LIFE SCIENCE CORP, ,D,Initial,L1A,D,,,,812927188
8963,PRODUCCIONES EXTREMO NA LLC, ,D,Initial,L1A,D,,,,812928963
0899,YUNFU STONES CORP, ,D,Initial,L1A,D,,,,812930899
3332,HE DING INTL CORP, ,D,Initial,L1A,D,,,,812933332
3399,BOBERCK INC, ,D,Initial,L1A,D,,,,812933399
9260,UNIONBOND LOGISTICS INC, ,D,Initial,L1A,D,,,,812939260
4730,REDFORD TRADING CO, ,D,Initial,L1A,D,,,,812944730
5849,SEA GATE INTL INC, ,D,Initial,L1A,D,,,,812945849
9254,LEE MANUFACTURING SOLUTIONS LLC, ,D,Initial,L1A,D,,,,812949254
7800,S & C FLORIDA FREIGHT TRUCKING I, ,D,Initial,L1A,D,,,,812957800
1761,JOES SOAP NEW YORK INC, ,D,Initial,L1A,D,,,,812961761
3349,STEEL YOURSELF INC, ,D,Initial,L1A,D,,,,812963349
4129,FERBELK HAULING CORP, ,D,Initial,L1A,D,,,,812964129
7764,EVEREST GLOBAL TRADING LLC, ,D,Initial,L1A,D,,,,812967764
9442,HM SUPPLY INTERNATIONAL CORP, ,D,Initial,L1A,D,,,,812969442
8711,R3 WORLDWIDE INC, ,D,Initial,L1A,D,,,,812978711
4317,ZHONG JIAN CORP, ,D,Initial,L1A,D,,,,812984317
7834,SOUTHWEST HOTELS INC, ,D,Initial,L1A,D,,,,812987834
8222,OCEANWIDE RESORT HI LLC, ,D,Continuing,L1A,D,,,,812988222
9548,GABOARDI USA LLC, ,D,Initial,L1A,D,,,,812989548
3855,DAEMON INVESTMENT & ASSET MGMT L, ,D,Initial,L1A,D,,,,812993855
5308,ECOTRON AMERICA INC, ,D,Continuing,L1A,D,,,,812995308
4789,SUNWOO MANAGEMENT INC, ,D,Initial,L1A,D,,,,813004789
4846,GOKE US RESEARCH LABORATORY INC, ,D,Initial,L1A,D,,,,813004846
5384,PURITY JEWELRY USA INC, ,D,Initial,L1A,D,,,,813005384
9190,FANZONE INC, ,D,Initial,L1A,D,,,,813009190
8297,USLIVINGS COM, ,D,Initial,L1A,D,,,,813018297
4042,CLUDO INC, ,D,Initial,L1A,D,,,,813024042
4370,HUAWEI CONSTRUCTION CORP, ,D,Initial,L1A,D,,,,813024370
4824,KRONTECH INC, ,D,Initial,L1A,D,,,,813024824
6331,YOUTH BEAUTY CORP, ,D,Initial,L1A,D,,,,813026331
1403,SIGMA IMPEX LLC, ,D,Initial,L1A,D,,,,813031403
4578,V&C AIR CONDITIONER INC, ,D,Initial,L1A,D,,,,813034578
7648,SHERMAN TRANSPORT INC, ,D,Initial,L1A,D,,,,813047648
9198,HELA USA INC, ,D,Initial,L1A,D,,,,813059198
8795,TS LAX INTL LOGISTICS INC, ,D,Initial,L1A,D,,,,813068795
8962,EALTECH USA INC, ,D,Continuing,L1A,D,,,,813068962
9279,NEW STAR OPTICAL CRYSTAL TECH CO, ,D,Initial,L1A,D,,,,813069279
0113,PIPETEK INFRASTRUCTURE SVCS INC, ,D,Initial,L1A,D,,,,813090113
1131,PIPETEK INFRASTRUCTURE SVCS INC, ,D,Initial,L1A,D,,,,813091131
4174,KAKAO GAMES USA INC, ,D,Initial,L1A,D,,,,813094174
6681,HALSECA INTERNATIONAL GROUP LLC, ,D,Continuing,L1A,D,,,,813106681
7014,TRIPLE V CORP SERVICES & MGT LLC, ,D,Initial,L1A,D,,,,813107014
3307,MAVENTOP ENTERPRISE INC, ,D,Initial,L1A,D,,,,813113307
5021,DONGLIN FAMILY US HOLDING CORP, ,D,Initial,L1A,D,,,,813115021
7025,GAMREE LLC, ,D,Initial,L1A,D,,,,813117025
2393,VELOCITY PARTNERS US INCORPORATE, ,D,Initial,L1A,D,,,,813122393
2609,A1 KOH ENTERPRISE GLOBAL LLC, ,D,Continuing,L1A,D,,,,813122609
4558,SANJO FINEBLANKING BARCELONA S A, ,D,Initial,L1A,D,,,,813124558
9260,UHON INC, ,D,Initial,L1A,D,,,,813129260
2278,CUBELOGIC LLC, ,D,Initial,L1B,D,,,,813132278
3410,HAINAN GUANGHUA GROUP USA, ,D,Initial,L1A,D,,,,813133410
8952,T&H INTL INC, ,D,Initial,L1A,D,,,,813138952
2006,STERLING & WILSON COGEN SOLNS LL, ,D,Initial,L1A,D,,,,813152006
9282,MUHAO USA INC, ,D,Continuing,L1A,D,,,,813169282
1537,WATEX LLC, ,D,Initial,L1A,D,,,,813171537
1592,US RAINBOW INC, ,D,Initial,L1A,D,,,,813181592
6070,BKB SOLUTIONS LLC, ,D,Initial,L1A,D,,,,813186070
6362,CIRCUS STREET INC, ,D,Continuing,L1A,D,,,,813186362
1309,UNION SUNLIGHT INC, ,D,Initial,L1A,D,,,,813191309
1341,VIS GLOBAL GROUP INC, ,D,Initial,L1A,D,,,,813191341
7601,AGRO-MET INC, ,D,Initial,L1A,D,,,,813197601
9601,ITTEKCLOUD CORPORATION, ,D,Initial,L1A,D,,,,813209601
7025,GRAND MOUNTAINS USA INC, ,D,Initial,L1A,D,,,,813217025
7199,TOP GREENER INC, ,D,Initial,L1A,D,,,,813217199
9994,POLYMERIC LABELS INC, ,D,Initial,L1A,D,,,,813219994
2397,INVERSIONES ST MICHAEL LLC DBA N, ,D,Initial,L1A,D,,,,813222397
3322,BLUE STAR SOFTWARE USA INC, ,D,Initial,L1A,D,,,,813223322
6398,NOSSA DOWNERS GROVE LLC, ,D,Initial,L1A,D,,,,813226398
6957,DOLL AMERICA INC, ,D,Initial,L1B,D,,,,813226957
9245,SUNYEAH GROUP CORPORATION, ,D,Initial,L1A,D,,,,813229245
0205,DODAAM SYSTEMS USA INC, ,D,Initial,L1A,D,,,,813230205
1357,TISSUESCO FULLERTON LTD, ,D,Initial,L1A,D,,,,813231357
3332,SWEET & FIT LLC, ,D,Initial,L1A,D,,,,813243332
5650,CH GROUP AMERICA CORP, ,D,Initial,L1A,D,,,,813245650
6689,FUNGLR INC, ,D,Initial,L1A,D,,,,813246689
7586,FASHION LUXURY MANAGEMENT LLC, ,D,Initial,L1A,D,,,,813247586
8646,ASW PENGG LLC, ,D,Initial,L1A,D,,,,813248646
0743,WISTORY ENERGY INC, ,D,Initial,L1A,D,,,,813250743
7085,TERKKO GROUP INC, ,D,Initial,L1A,D,,,,813257085
0798,KINGS FOOD STUFF TRADING INC, ,D,Initial,L1A,D,,,,813260798
2869,DISNEY CONSUMER PRODUCTS & INTER, ,D,Continuing,L1A,D,,,,813262869
7004,NILESHA CORP, ,D,Initial,L1A,D,,,,813267004
7690,EXTREME WHOLESALE INC, ,D,Initial,L1A,D,,,,813267690
0916,M3-TELEMEDICINE LLC, ,D,Initial,L1A,D,,,,813270916
8757,US FLOWERS INC, ,D,Initial,L1A,D,,,,813278757
9788,MTC MOBI LLC, ,D,Initial,L1A,D,,,,813279788
4418,RFRANGE DOT COM LLC, ,D,Continuing,L1A,D,,,,813284418
7171,NEOCONTROL US LLC, ,D,Initial,L1A,D,,,,813287171
9505,ARHA DIAMOND INC, ,D,Initial,L1A,D,,,,813289505
6821,BEACH PICTURES INC, ,D,Initial,L1A,D,,,,813296821
8100,VINCO INTL LLC, ,D,Initial,L1A,D,,,,813298100
6699,EXSYSTEM LLC, ,D,Initial,L1A,D,,,,813316699
8753,ASIAN FOOD CTR CORP, ,D,Initial,L1A,D,,,,813318753
0217,DALLAS CREATION CENTER INC, ,D,Initial,L1A,D,,,,813320217
7021,LIFESENSE HEALTH INC, ,D,Initial,L1A,D,,,,813327021
8182,AUTOMOVILES EXPOMARCA LLC, ,D,Continuing,L1A,D,,,,813328182
1947,JUN DE INVESTMENT CORP, ,D,Initial,L1A,D,,,,813331947
6983,NOVA ADULT DAY CARE CENTER INC, ,D,Initial,L1A,D,,,,813336983
6899,MITOS USA LLC, ,D,Initial,L1A,D,,,,813346899
1873,GCHAIN LLC, ,D,Initial,L1A,D,,,,813351873
4575,SOCIAL CHAIN USA INC, ,D,Initial,L1A,D,,,,813354575
5625,EACPOTO CARE PATROL INC, ,D,Initial,L1A,D,,,,813355625
5659,GOLANI INTL ENTERPRISES LLC, ,D,Initial,L1A,D,,,,813355659
7418,X ZONE, ,D,Initial,L1A,D,,,,813357418
5757,SCP ARCHITECTURE & BUILD INC, ,D,Initial,L1A,D,,,,813365757
6932,ROC NEW MATERIALS INC, ,D,Initial,L1A,D,,,,813396932
0135,ULTRA FOOTWEAR ACCELERATOR LLC, ,D,Initial,L1A,D,,,,813400135
3941,MAKE TV INC, ,D,Initial,L1A,D,,,,813403941
9802,THE CHINA NAVIGATION COMPANY US, ,D,Continuing,L1A,D,,,,813409802
5573,SOQUT INTERNATIONAL LLC, ,D,Initial,L1A,D,,,,813415573
0780,JNS CURTAIN DECORATION LLC, ,D,Initial,L1A,D,,,,813420780
0217,UNISTAR PRODUCTS INC, ,D,Initial,L1A,D,,,,813430217
3766,SAZ SPORTS LTD, ,D,Initial,L1A,D,,,,813433766
2302,GCK USA LLC, ,D,Continuing,L1A,D,,,,813442302
5496,HIGH FLYING ELECTRONICS TECH CO, ,D,Initial,L1A,D,,,,813445496
8596,QUEST INTERNATIONAL LOGISTICS LL, ,D,Initial,L1A,D,,,,813448596
4817,1BYONE PRODUCTS INC, ,D,Continuing,L1A,D,,,,813454817
6338,HANNAM HI TECH CORP, ,D,Initial,L1A,D,,,,813456338
7535,CUBICAL INVESTMENTS LLC, ,D,Initial,L1A,D,,,,813457535
8988,VERDUN WHOLESALE & STORE LLC, ,D,Initial,L1A,D,,,,813458988
0892,AMPHORA INVESTMENT INC, ,D,Initial,L1A,D,,,,813470892
1970,VISENZE INC, ,D,Initial,L1A,D,,,,813471970
3647,WISDOM GLOBAL LLC, ,D,Initial,L1A,D,,,,813473647
1595,INOX USA, ,D,Initial,L1A,D,,,,813481595
2471,ECCO CARRIBEAN TRADING INC, ,D,Initial,L1A,D,,,,813492471
4477,BASIS INTL LLC, ,D,Initial,L1A,D,,,,813504477
9120,YUAN QIU BUSINESS GROUP LLC, ,D,Initial,L1A,D,,,,813509120
9916,INDIGO FASHION TRADE LLC, ,D,Initial,L1A,D,,,,813509916
3086,CHOCZERO INC, ,D,Initial,L1A,D,,,,813513086
8247,MAXTACS INC, ,D,Initial,L1A,D,,,,813518247
9324,HI-TECH USA LLC, ,D,Initial,L1A,D,,,,813519324
3774,PRIME POWER SOLUTIONS, ,D,Initial,L1A,D,,,,813523774
4372,ESCO PUMPS LLC, ,D,Initial,L1A,D,,,,813524372
4570,DUKE ROBOTICS INC, ,D,Initial,L1A,D,,,,813524570
6138,CAN ACHIEVE GLOBAL ED INC, ,D,Initial,L1A,D,,,,813526138
7006,IMMAGINA PRESS CORPORATION, ,D,Initial,L1A,D,,,,813527006
1861,PREDICTHQ INC, ,D,Initial,L1A,D,,,,813541861
0279,PC HYDRAULICS USA INC, ,D,Initial,L1A,D,,,,813550279
1223,HEBEI PUCCI IMPORT & EXPORT USA, ,D,Initial,L1A,D,,,,813551223
2750,3S SINO EXPRESS INC, ,D,Initial,L1A,D,,,,813552750
0532,DARYCET INTERNATIONAL LLC, ,D,Initial,L1A,D,,,,813570532
3843,MEITIAN GLASS USA CO, ,D,Initial,L1A,D,,,,813583843
8400,HJ COMMUNICATIONS LLC, ,D,Initial,L1A,D,,,,813588400
9114,SINOCHIPS KANSAS LLC, ,D,Initial,L1A,D,,,,813589114
0377,XTX INDUSTRIES USA LIMITED, ,D,Initial,L1A,D,,,,813590377
2217,TAILOR MADE BUS & STRATEGIES LLC, ,D,Initial,L1A,D,,,,813592217
5305,SANPINE BUSINESS CO LTD, ,D,Initial,L1A,D,,,,813595305
6993,ICS US STAFFING LLC, ,D,Initial,L1A,D,,,,813596993
8282,DEO INC, ,D,Initial,L1A,D,,,,813598282
2114,GYL INVESTMENT INC, ,D,Initial,L1A,D,,,,813602114
4751,ADVANCED ENERGY TECHNOLOGIES LLC, ,D,Continuing,L1A,D,,,,813604751
1232,MENGYA PLASTIC INC, ,D,Initial,L1A,D,,,,813611232
2074,LUXURY DIAMONDS LLC, ,D,Initial,L1A,D,,,,813612074
2162,GOLDEN SEASONS INC, ,D,Initial,L1A,D,,,,813612162
3823,LEWIN USA LLC, ,D,Initial,L1A,D,,,,813613823
7632,TELECOME NEW YORK INC, ,D,Initial,L1A,D,,,,813617632
8150,BEAUTY DEPOT NEW YORK INC, ,D,Initial,L1A,D,,,,813618150
2184,SABIKA ENTERPRISE CORP, ,D,Initial,L1A,D,,,,813622184
1863,CANVAS COMMERCE & TRADING INC, ,D,Initial,L1A,D,,,,813631863
2276,ECOMIX USA LLC, ,D,Initial,L1A,D,,,,813632276
3196,JCB BUSINESS AND SERVICES CORP, ,D,Initial,L1A,D,,,,813633196
6067,DIGIPAS TECHNOLOGIES, ,D,Initial,L1A,D,,,,813636067
0147,TRANSFLETE 2009 INVESTMENT LLC, ,D,Initial,L1A,D,,,,813640147
7836,US HEAVEN BLUE TRADING INC, ,D,Initial,L1A,D,,,,813647836
5980,NEW HIGH-TECH ENTERPRISE CO INC, ,D,Initial,L1A,D,,,,813655980
2589,MATRIX VENTURE CAPITAL MGT LIMIT, ,D,Initial,L1A,D,,,,813672589
2985,AVID ESSENTIALS LLC, ,D,Initial,L1A,D,,,,813672985
3903,NITRO QUIMICA CORPORATION, ,D,Initial,L1A,D,,,,813673903
6195,ODORCURE LLC, ,D,Initial,L1A,D,,,,813676195
2660,GTD OVERSEA INC, ,D,Initial,L1A,D,,,,813682660
6944,PERKHA ENTERPRISES LLC, ,D,Initial,L1A,D,,,,813686944
4620,UNIFIED WORLD GROUP USA LLC, ,D,Initial,L1A,D,,,,813704620
2851,SEESAW USA INC U S SUB / SHAOXIN, ,D,Initial,L1A,D,,,,813712851
3122,3IN WINERY INC, ,D,Initial,L1A,D,,,,813713122
4558,JME CONSTRUCTION MGT LLC, ,D,Initial,L1A,D,,,,813724558
2998,SAHAJ SOFTWARE SOLUTIONS INC, ,D,Initial,L1A,D,,,,813732998
7117,OPSI SYSTEMS INC, ,D,Initial,L1A,D,,,,813737117
3809,EVERLANE INTL FISHERY INC, ,D,Initial,L1A,D,,,,813743809
5337,SAMSONS TRADERS LLC, ,D,Initial,L1A,D,,,,813755337
6609,OPEN AIR WORLDWIDE INC, ,D,Initial,L1A,D,,,,813756609
7526,LYNX SUPPLIER LLC, ,D,Initial,L1A,D,,,,813757526
9994,NEW SILK ROAD ENTERPRISE CO, ,D,Initial,L1A,D,,,,813759994
2521,VERTELLUS LLC, ,D,Continuing,L1A,D,,,,813772521
4708,GUOCHENG US LTD, ,D,Initial,L1A,D,,,,813774708
4825,LKZ ENTERPRISES INC, ,D,Initial,L1A,D,,,,813774825
8796,QUANTUM WISE INC, ,D,Initial,L1A,D,,,,813778796
6768,EMPIRE SEAFOOD RESTAURANT INC U, ,D,Initial,L1A,D,,,,813786768
5675,VANAN ONLINE SERVICES INC, ,D,Initial,L1A,D,,,,813795675
6829,DELIGHT FARM INC, ,D,Initial,L1A,D,,,,813796829
9687,HAMDEN EDUX INC, ,D,Initial,L1A,D,,,,813799687
5663,CHENGDU JINDI REAL ESTATE DEVELO, ,D,Initial,L1A,D,,,,813805663
6291,CNIM US CORP, ,D,Initial,L1A,D,,,,813806291
8874,DOLCE DI GIORGIO CORP, ,D,Initial,L1A,D,,,,813808874
2857,GENPHAR TECHNOLOGY INC, ,D,Initial,L1A,D,,,,813812857
6096,EXODUS TREK & EXPEDITIONS USA LL, ,D,Initial,L1A,D,,,,813816096
7193,SEAGIANT INC, ,D,Initial,L1A,D,,,,813817193
9066,BPRINTING AMERICA INC, ,D,Initial,L1A,D,,,,813819066
0579,JDM ALL MAKES, ,D,Initial,L1A,D,,,,813820579
2358,URTECH MANUFACTURING INC, ,D,Initial,L1A,D,,,,813832358
3221,AGRAS CONS PROD & INVESTMENT LLC, ,D,Initial,L1A,D,,,,813833221
